mean,sd,lcl,median,ucl,Rhat,n.eff,parameter,species,BayesP,GoFSlope
0.254089220271081,0.205340409842513,-0.0730540469807545,0.314028504550716,0.562424343778505,4.37,35,trend,SBTH,0,0.869890267970554
0.669578659670632,0.551810747344278,-0.117555565885821,0.752875668541684,1.43195567591158,12.92,17,trend2,SBTH,0,0.869890267970554
557.467333333333,113.121291323028,357,548,808.525,1.08,37,totalN[1],SBTH,0,0.869890267970554
629.684,156.636511735096,405,590.5,1057.05,1.56,55,totalN[2],SBTH,0,0.869890267970554
569.716,119.005706793833,362.475,574,804.1,1.2,63,totalN[3],SBTH,0,0.869890267970554
427.922666666667,112.569015312212,264,399,627.05,3.21,54,totalN[4],SBTH,0,0.869890267970554
455.086,50.5648013617955,365,455,554.525,1.59,124,totalN[5],SBTH,0,0.869890267970554
509.296,43.4853964429731,429,507,609.05,1.09,113,totalN[6],SBTH,0,0.869890267970554
487.019333333333,47.8131958147354,406,482,580,1.88,141,totalN[7],SBTH,0,0.869890267970554
764.135333333334,100.289133467939,618.475,745,995,2.09,92,totalN[8],SBTH,0,0.869890267970554
663.155333333333,171.751346102869,458,598,1099,2.29,77,totalN[9],SBTH,0,0.869890267970554
1441.08533333333,34712.751712385,1,207.5,2166.825,1.29,1072,totalN[10],SBTH,0,0.869890267970554
633.332,68.0768738253543,536.475,621,801,1.62,116,totalN[11],SBTH,0,0.869890267970554
639.26,60.075173055196,537,633,770,1.07,114,totalN[12],SBTH,0,0.869890267970554
516.312666666667,44.5042993578124,438.475,514,610.525,1.45,136,totalN[13],SBTH,0,0.869890267970554
381.58,70.8323213311794,273.475,367,509,2.81,108,totalN[14],SBTH,0,0.869890267970554
515.125333333333,67.2236439339468,405,507,668,1.04,87,totalN[15],SBTH,0,0.869890267970554
0.233994448406194,0.0476216984726899,0.155574984660808,0.22811198856146,0.345896151949534,1.09,42,anndet[1],SBTH,0,0.869890267970554
0.207018827825411,0.0461607870064739,0.117946896319196,0.210979239388669,0.306521686794125,1.43,49,anndet[2],SBTH,0,0.869890267970554
0.247266170355875,0.0549731415866966,0.16755559118298,0.233136821300441,0.369953182287813,1.31,40,anndet[3],SBTH,0,0.869890267970554
0.306676865477112,0.0797909769418982,0.197161122961132,0.30502361967344,0.461878375939573,2.51,54,anndet[4],SBTH,0,0.869890267970554
0.33208792351062,0.0363102026547989,0.27349513833178,0.326517535833216,0.411933752725763,1.5,115,anndet[5],SBTH,0,0.869890267970554
0.352909417241481,0.0293931848784063,0.292433110466906,0.352055318593454,0.411508672537219,1.08,101,anndet[6],SBTH,0,0.869890267970554
0.409238857647902,0.0395825714250869,0.343002870036963,0.407536809671482,0.489307318431315,1.75,120,anndet[7],SBTH,0,0.869890267970554
0.293390537248,0.0362519193107229,0.220846020851571,0.296114346839269,0.355561754616151,2.09,93,anndet[8],SBTH,0,0.869890267970554
0.176793684362829,0.0378221042430733,0.100813327650245,0.185230563310559,0.24167801926116,2.11,93,anndet[9],SBTH,0,0.869890267970554
0.274856711176744,0.0816833975510732,0.139011215843061,0.260305456864931,0.481042035020677,1.16,455,anndet[10],SBTH,0,0.869890267970554
0.333006945172077,0.0322563966444634,0.260871497995705,0.336934237388397,0.387106046598479,1.61,126,anndet[11],SBTH,0,0.869890267970554
0.304241361968214,0.026002057083474,0.253876306261254,0.30426566601749,0.356619043996576,1.06,112,anndet[12],SBTH,0,0.869890267970554
0.42158293578493,0.0370813100524854,0.35811644027142,0.419451583011747,0.495160153787432,1.49,104,anndet[13],SBTH,0,0.869890267970554
0.341705780617101,0.0605907126027714,0.253281670311641,0.343484570317894,0.456655810743123,2.49,87,anndet[14],SBTH,0,0.869890267970554
0.324327370504363,0.0402202652167242,0.248515500921188,0.324532240912949,0.40539327278189,1.04,91,anndet[15],SBTH,0,0.869890267970554
4.99466666666667,1.70975253317706,3,5,9,1.02,371,"N[1, 1]",SBTH,0,0.869890267970554
9.414,2.61135024461804,5,9,16,1.02,304,"N[2, 1]",SBTH,0,0.869890267970554
4.58066666666666,2.26809517570133,1,4,9,1.01,573,"N[3, 1]",SBTH,0,0.869890267970554
5.31466666666667,1.98786802926065,2,5,10,1.02,583,"N[4, 1]",SBTH,0,0.869890267970554
4.40466666666667,1.97640642171208,1,4,9,1,465,"N[5, 1]",SBTH,0,0.869890267970554
7.612,2.4782151575098,4,7,13,1.04,474,"N[6, 1]",SBTH,0,0.869890267970554
6.25266666666667,2.44092843879491,3,6,12,1.01,381,"N[7, 1]",SBTH,0,0.869890267970554
5.96266666666666,2.39466681920587,2,6,11,1.02,192,"N[8, 1]",SBTH,0,0.869890267970554
6.51933333333334,2.38133157055491,3,6,12,1.01,182,"N[9, 1]",SBTH,0,0.869890267970554
5.94333333333334,1.90189388657536,3,6,10,1.03,322,"N[10, 1]",SBTH,0,0.869890267970554
4.51266666666667,2.56636520702063,1,4,11,1.02,478,"N[11, 1]",SBTH,0,0.869890267970554
6.65466666666667,2.25124935046763,3,6,12,1.01,559,"N[12, 1]",SBTH,0,0.869890267970554
7.01933333333334,2.44682464760479,3,7,13,1.01,244,"N[13, 1]",SBTH,0,0.869890267970554
5.01866666666667,1.96389650487922,2,5,9,1.01,307,"N[14, 1]",SBTH,0,0.869890267970554
7.23933333333334,2.29206353730903,4,7,12.5249999999999,1.02,262,"N[15, 1]",SBTH,0,0.869890267970554
7.51733333333333,2.36532507928813,4,7,13,1.03,448,"N[16, 1]",SBTH,0,0.869890267970554
6.358,2.44058879148033,2,6,12,1.02,409,"N[17, 1]",SBTH,0,0.869890267970554
